element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
45,2,3,2,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,8,12.8,31.9,22.0,6.7,50,0,1449758,0,0
46,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,8,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,2.3,8.0,1.0,50,0,60038,0,0
47,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,45,0,0,0,1,0,0,0,1,0,0,0,11,10.0,22.3,8.0,4.0,55,0,172950,0,0
48,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,55909,0,0
49,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2562,0,0
50,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,8,9.2,1.5,3.0,1.4,50,0,92038,0,0
51,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,10833,0,0
52,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,16243,0,0
53,2,3,2,False,2022-08-06T14:00:00Z,2,0,1,81,0,0,0,2,0,0,0,0,0,0,0,8,5.6,3.8,5.0,1.4,50,0,12140,0,0
54,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.3,2.0,0.3,45,0,617143,0,0
55,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,597,0,0
56,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,60738,0,0
57,2,2,5,True,2022-08-06T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,1,0,0,0,13,6.2,1.3,4.0,1.2,45,0,12696,0,0
58,2,2,1,True,2022-08-06T14:00:00Z,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,50,0,9491,0,0
59,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3897,0,0
60,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,4165,0,0
61,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,4561,0,0
62,2,2,6,True,2022-08-06T14:00:00Z,2,0,1,90,1,0,1,0,0,0,0,0,0,0,0,27,35.0,5.8,17.0,5.8,55,0,20629,0,0
63,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1706,0,0
64,2,2,10,True,2022-08-06T14:00:00Z,2,0,1,90,1,0,1,0,0,0,0,0,0,0,2,30,42.0,0.2,17.0,5.9,50,0,3496,0,0
65,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4613,0,0
66,2,2,2,True,2022-08-06T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,2,4.4,0.6,43.0,4.8,60,0,102656,0,0
67,2,2,1,True,2022-08-06T14:00:00Z,2,0,1,18,0,0,0,0,0,0,0,0,0,0,0,4,7.2,0.3,0.0,0.8,50,0,4802,0,0
68,2,2,2,True,2022-08-06T14:00:00Z,2,0,1,71,0,0,1,0,0,0,0,1,0,0,0,3,4.2,1.3,0.0,0.6,45,0,14038,0,0
69,2,2,1,True,2022-08-06T14:00:00Z,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,55,0,6183,0,0
70,2,2,2,True,2022-08-06T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,1,0,0,0,10,22.2,1.0,4.0,2.7,55,0,13415,0,0
71,2,2,7,True,2022-08-06T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,1,29,37.0,0.1,0.0,3.7,45,0,4990,0,0
72,2,2,6,True,2022-08-06T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,2,0,24,14.6,0.0,0.0,1.5,45,0,24837,0,0
73,2,2,12,True,2022-08-06T14:00:00Z,2,0,1,90,0,1,1,0,0,0,0,0,0,0,3,40,49.6,14.1,2.0,6.6,45,0,8029,0,0
74,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8495,0,0
75,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,7608,0,0
76,2,2,6,True,2022-08-06T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,25,21.6,10.7,2.0,3.4,45,0,9212,0,0
77,2,2,0,True,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,53891,0,0
78,6,10,1,False,2022-08-07T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,17,18.2,0.5,0.0,1.9,45,0,186616,0,0
79,6,10,2,False,2022-08-07T13:00:00Z,2,2,1,72,0,0,0,2,0,0,0,0,0,0,0,14,11.2,2.1,0.0,1.3,55,0,23369,0,0
80,6,10,8,False,2022-08-07T13:00:00Z,2,2,1,90,1,0,0,2,0,0,0,0,0,0,2,26,39.0,25.8,23.0,8.8,70,0,438961,0,0
81,6,10,2,False,2022-08-07T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,3,0,15,19.8,0.0,0.0,2.0,45,0,495719,0,0
82,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1296,0,0
83,6,10,6,False,2022-08-07T13:00:00Z,2,2,1,31,1,0,0,0,0,0,0,0,0,0,0,20,38.6,1.4,7.0,4.7,45,0,84191,0,0
84,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2520,0,0
85,6,10,4,False,2022-08-07T13:00:00Z,2,2,1,90,0,1,0,2,0,0,0,0,0,0,0,22,20.2,14.8,0.0,3.5,45,0,47144,0,0
86,6,10,2,False,2022-08-07T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,14,15.2,23.7,2.0,4.1,55,0,4785,0,0
87,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1698,0,0
88,6,10,1,False,2022-08-07T13:00:00Z,2,2,1,58,0,0,0,2,0,0,0,0,0,0,0,9,6.2,11.4,0.0,1.8,50,0,4698,0,0
89,6,10,2,False,2022-08-07T13:00:00Z,2,2,1,83,0,0,0,2,0,0,0,0,0,0,0,5,0.0,1.5,5.0,0.6,55,0,16404,0,0
90,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3702,0,0
91,6,10,1,False,2022-08-07T13:00:00Z,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.0,0.0,0.2,45,0,4623,0,0
92,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2802,0,0
93,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2931,0,0
94,6,10,1,False,2022-08-07T13:00:00Z,2,2,1,17,0,0,0,0,0,0,0,0,0,0,0,5,4.2,0.3,0.0,0.5,45,0,26794,0,0
95,6,10,2,False,2022-08-07T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,13,11.8,15.8,23.0,5.1,60,0,219038,0,0
96,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,52672,0,0
97,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,18037,0,0
98,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,4791,0,0
99,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,237,0,0
100,6,10,0,False,2022-08-07T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,15896,0,0
101,9,14,2,False,2022-08-07T13:00:00Z,1,2,1,75,0,0,0,1,0,0,0,0,0,0,0,18,16.8,40.8,4.0,6.2,50,0,10196,0,0
102,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,75605,0,0
103,9,14,7,False,2022-08-07T13:00:00Z,1,2,1,90,0,1,0,1,0,0,0,0,0,0,2,20,24.8,34.9,52.0,11.2,65,0,34057,0,0
104,9,14,15,False,2022-08-07T13:00:00Z,1,2,1,90,2,0,0,1,0,0,0,0,0,0,3,44,72.0,19.3,76.0,16.7,55,0,13469,0,0
105,4,12,1,True,2022-08-06T11:30:00Z,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,45,0,24578,100,121
106,9,14,2,False,2022-08-07T13:00:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,0,0,9,12.2,0.1,4.0,1.6,45,0,147708,0,0
107,9,14,5,False,2022-08-07T13:00:00Z,1,2,1,90,0,1,0,1,0,0,0,0,0,0,0,15,10.2,2.8,19.0,3.2,50,0,7192,0,0
108,9,14,2,False,2022-08-07T13:00:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,0,0,12,20.2,1.4,17.0,3.9,45,0,8977,0,0
109,9,14,2,False,2022-08-07T13:00:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,0,0,15,25.4,0.8,0.0,2.6,45,0,27438,0,0
110,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,82551,0,0
111,9,14,1,False,2022-08-07T13:00:00Z,1,2,1,74,0,0,0,1,0,0,0,1,0,0,0,7,8.0,40.9,20.0,6.9,65,0,177238,0,0
112,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,15,0,0,0,0,0,0,0,1,0,0,0,8,7.0,19.2,0.0,2.6,50,0,690746,0,0
113,9,14,4,False,2022-08-07T13:00:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,5,1,19,40.0,0.0,0.0,4.0,45,0,892941,0,0
114,9,14,1,False,2022-08-07T13:00:00Z,1,2,1,15,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.0,2.0,0.3,45,0,220176,0,0
115,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,17451,0,0
116,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,90,0,0,0,1,1,0,0,0,0,0,0,1,0.0,1.6,9.0,1.1,55,0,14464,0,0
117,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3484,0,0
118,9,14,1,False,2022-08-07T13:00:00Z,1,2,1,14,0,0,0,0,0,0,0,0,0,0,0,5,9.2,11.8,0.0,2.1,55,0,10644,0,0
119,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,7761,0,0
120,9,14,2,False,2022-08-07T13:00:00Z,1,2,1,90,0,0,0,1,0,0,0,0,0,0,0,17,24.8,36.8,4.0,6.6,50,0,7058,0,0
121,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,830,0,0
122,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,1005,0,0
123,9,14,1,False,2022-08-07T13:00:00Z,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,55,0,71544,0,0
124,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3959,0,0
125,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,35773,0,0
126,9,14,0,False,2022-08-07T13:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,6650,0,0
127,3,8,7,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,1,30,19.0,25.9,2.0,4.7,50,0,106633,0,0
128,3,8,6,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,27,25.0,1.8,0.0,2.7,55,0,501183,0,0
129,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,292906,0,0
130,3,8,11,False,2022-08-06T16:30:00Z,0,1,1,90,1,0,1,0,0,0,0,0,0,0,3,32,39.0,18.1,19.0,7.6,60,0,114916,0,0
131,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,4870,0,0
132,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,68622,0,0
133,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,18525,0,0
134,3,8,3,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,18,27.4,31.3,9.0,6.8,50,0,281900,0,0
135,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,38232,0,0
136,3,8,1,False,2022-08-06T16:30:00Z,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,1,5.6,0.8,0.0,0.6,50,0,8103,0,0
137,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80,0,59796,0,0
138,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,29579,0,0
139,3,8,9,False,2022-08-06T16:30:00Z,0,1,1,64,0,1,1,0,0,0,0,0,0,0,0,27,3.2,4.7,2.0,1.0,60,0,280300,0,0
140,3,8,1,False,2022-08-06T16:30:00Z,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,7,2.0,0.4,4.0,0.6,60,0,58532,0,0
141,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,55821,0,0
142,3,8,3,False,2022-08-06T16:30:00Z,0,1,1,64,0,0,1,0,0,0,0,0,0,0,0,5,8.6,5.0,23.0,3.7,80,0,808300,0,0
143,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,12350,0,0
144,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,8599,0,0
145,3,8,2,False,2022-08-06T16:30:00Z,0,1,1,74,0,0,1,0,0,0,0,0,0,0,0,1,1.6,4.4,47.0,5.3,80,0,356575,0,0
146,3,8,7,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,1,0,0,2,31,16.4,50.9,19.0,8.6,60,0,3202426,0,0
147,3,8,7,False,2022-08-06T16:30:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,3,0,28,27.8,0.0,0.0,2.8,50,0,1595369,0,0
148,3,8,1,False,2022-08-06T16:30:00Z,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.5,0.0,0.3,60,0,153243,0,0
149,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,55834,0,0
150,3,8,1,False,2022-08-06T16:30:00Z,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,3,5.2,0.3,19.0,2.5,55,0,124903,0,0
151,3,8,0,False,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,6968,0,0
152,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,1,0,15,13.8,0.0,0.0,1.4,45,0,120146,0,0
153,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,99097,0,0
154,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1347,0,0
155,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,84444,0,0
156,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,17168,0,0
157,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,9,8.4,14.1,0.0,2.3,45,0,11649,0,0
158,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,15,0,0,0,1,0,0,0,0,0,0,0,3,0.8,1.4,0.0,0.2,45,0,54854,0,0
159,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,5,16.4,37.3,20.0,7.4,55,0,22658,0,0
160,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,16,13.6,30.4,32.0,7.6,70,0,624984,0,0
161,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,85,0,0,0,2,0,0,0,0,0,0,0,11,13.4,7.0,32.0,5.2,50,0,16304,0,0
162,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11149,0,0
163,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,4.0,0.4,50,0,2729,0,0
164,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5160,0,0
165,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,20,37.4,12.2,6.0,5.6,45,0,218564,0,0
166,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,57,0,0,0,1,0,0,0,0,0,0,0,-5,3.0,1.5,55.0,6.0,55,0,273605,0,0
167,1,1,-1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,1,0,0,0,0,0,0,7,16.6,1.4,0.0,1.8,45,0,178083,0,0
168,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,32,0,0,0,1,0,0,0,0,0,0,0,2,0.0,11.2,10.0,2.0,55,0,67462,0,0
169,1,1,2,True,2022-08-05T19:00:00Z,0,2,1,85,0,0,0,2,0,0,0,0,0,0,0,7,6.8,8.1,21.0,3.6,55,0,74770,0,0
170,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,11,13.8,1.9,0.0,1.6,45,0,74150,0,0
171,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,17030,0,0
172,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4045,0,0
173,1,1,1,True,2022-08-05T19:00:00Z,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.5,0.0,0.2,45,0,18907,0,0
174,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,24639,0,0
175,1,1,0,True,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,10954,0,0
176,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,45783,0,0
177,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,15143,0,0
178,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3565,0,0
179,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,495,0,0
180,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,67755,0,0
181,3,6,1,True,2022-08-06T16:30:00Z,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.9,4.0,0.6,55,0,44204,0,0
182,3,6,3,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,5,0,20,35.0,0.0,0.0,3.5,45,0,423510,0,0
183,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,11086,0,0
184,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,20161,0,0
185,3,6,2,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,10.0,3.5,25.0,3.9,55,0,18221,0,0
186,3,6,2,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,16,13.8,22.1,2.0,3.8,55,0,11182,0,0
187,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3800,0,0
188,3,6,1,True,2022-08-06T16:30:00Z,0,1,1,69,0,0,0,1,0,0,0,1,0,0,0,4,11.8,0.2,0.0,1.2,45,0,17595,0,0
189,3,6,2,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,8,5.6,18.2,24.0,4.8,55,0,68541,0,0
190,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2494,0,0
191,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80,0,52185,0,0
192,3,6,1,True,2022-08-06T16:30:00Z,0,1,1,72,0,0,0,1,0,0,0,1,0,0,0,9,27.0,0.5,20.0,4.8,45,0,10243,0,0
193,3,6,1,True,2022-08-06T16:30:00Z,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,5,1.4,0.1,0.0,0.2,45,0,12958,0,0
194,3,6,1,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,1,0,0,0,4,15.8,15.7,1.0,3.3,45,0,23854,0,0
195,3,6,2,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,5,2.2,1.4,12.0,1.6,55,0,104719,0,0
196,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,3055,0,0
197,3,6,2,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,12,16.4,3.4,4.0,2.4,40,0,257701,0,0
198,3,6,0,True,2022-08-06T16:30:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,40473,0,0
199,3,6,2,True,2022-08-06T16:30:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,12,30.4,13.7,34.0,7.8,45,0,64435,0,0
200,4,12,1,True,2022-08-06T11:30:00Z,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,50,0,6634,0,0
201,4,12,1,True,2022-08-06T11:30:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,12,18.0,0.9,2.0,2.1,45,0,7111,0,0
202,4,12,0,True,2022-08-06T11:30:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,4354,0,0
203,4,12,0,True,2022-08-06T11:30:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,12756,0,0
204,4,12,2,True,2022-08-06T11:30:00Z,2,2,1,65,0,0,0,1,0,0,0,0,0,0,0,3,1.6,11.9,10.0,2.4,55,0,4034,0,0
205,4,12,1,True,2022-08-06T11:30:00Z,2,2,1,90,0,0,0,2,0,0,0,1,0,0,0,6,13.0,17.5,9.0,4.0,55,0,5104,0,0
206,4,12,0,True,2022-08-06T11:30:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2807,0,0
207,4,12,0,True,2022-08-06T11:30:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,515436,0,0
208,4,12,0,True,2022-08-06T11:30:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,49491,0,0
